dayonly,cnt
2017-04-06,18355
2017-04-07,36387
2017-04-08,36478
2017-04-09,44651
2017-04-10,51234
2017-04-11,58221
2017-04-12,52005
2017-04-13,53692
2017-04-14,53025
2017-04-15,43149
2017-04-16,49080
2017-04-17,54128
2017-04-18,54631
2017-04-19,46567
2017-04-20,44958
2017-04-21,40514
2017-04-22,35214
2017-04-23,49769
2017-04-24,49490
2017-04-25,20722
2017-04-26,38393
2017-04-27,52857
2017-04-28,63203
2017-04-29,58669
2017-04-30,43625
2017-05-01,57266
2017-05-02,62141
2017-05-03,60241
2017-05-04,58395
2017-05-05,24511
2017-05-06,47382
2017-05-07,34803
2017-05-08,52441
2017-05-09,57485
2017-05-10,59415
2017-05-11,58224
2017-05-12,57636
2017-05-13,5799
2017-05-14,39376
2017-05-15,55705
2017-05-16,65670
2017-05-17,66848
2017-05-18,64730
2017-05-19,63145
2017-05-20,48653
2017-05-21,55747
2017-05-22,25097
2017-05-23,61145
2017-05-24,61646
2017-05-25,17907
2017-05-26,54726
2017-05-27,47251
2017-05-28,47447
2017-05-29,26773
2017-05-30,51117
2017-05-31,60512
2017-06-01,68642
2017-06-02,68089
2017-06-03,57161
2017-06-04,40868
2017-06-05,56884
2017-06-06,42116
2017-06-07,65606
2017-06-08,63809
2017-06-09,67696
2017-06-10,58066
2017-06-11,52318
2017-06-12,59037
2017-06-13,62056
2017-06-14,61574
2017-06-15,65970
2017-06-16,57443
2017-06-17,35537
2017-06-18,50293
2017-06-19,39117
2017-06-20,65892
2017-06-21,68417
2017-06-22,67596
2017-06-23,56438
2017-06-24,53068
2017-06-25,55608
2017-06-26,63903
2017-06-27,66034
2017-06-28,69041
2017-06-29,65564
2017-06-30,59811
2017-07-01,37398
2017-07-02,43800
2017-07-03,49118
2017-07-04,50919
2017-07-05,61501
2017-07-06,63408
2017-07-07,44960
2017-07-08,55996
2017-07-09,58133
2017-07-10,62112
2017-07-11,62930
2017-07-12,63021
2017-07-13,57627
2017-07-14,32574
2017-07-15,57446
2017-07-16,57892
2017-07-17,63812
2017-07-18,67529
2017-07-19,65175
2017-07-20,60897
2017-07-21,61301
2017-07-22,48873
2017-07-23,47779
2017-07-24,44702
2017-07-25,66620
2017-07-26,71672
2017-07-27,67066
2017-07-28,65089
2017-07-29,53897
2017-07-30,60402
2017-07-31,65523
2017-08-01,67997
2017-08-02,57363
2017-08-03,67453
2017-08-04,57587
2017-08-05,59884
2017-08-06,57510
2017-08-07,23937
2017-08-08,66481
2017-08-09,69194
2017-08-10,67617
2017-08-11,64423
2017-08-12,61572
2017-08-13,58525
2017-08-14,62708
2017-08-15,53572
2017-08-16,69833
2017-08-17,68065
2017-08-18,37375
2017-08-19,63438
2017-08-20,56536
2017-08-21,62291
2017-08-22,61767
2017-08-23,66396
2017-08-24,67609
2017-08-25,65491
2017-08-26,51025
2017-08-27,55578
2017-08-28,62062
2017-08-29,35914
2017-08-30,66621
2017-08-31,66146
2017-09-01,55991
2017-09-02,38457
2017-09-03,31518
2017-09-04,56187
2017-09-05,66625
2017-09-06,43177
2017-09-07,70797
2017-09-08,70874
2017-09-09,61108
2017-09-10,61687
2017-09-11,73225
2017-09-12,75917
2017-09-13,70794
2017-09-14,73366
2017-09-15,73639
2017-09-16,62045
2017-09-17,60967
2017-09-18,65366
2017-09-19,59015
2017-09-20,72482
2017-09-21,69088
2017-09-22,71430
2017-09-23,63764
2017-09-24,58420
2017-09-25,70415
2017-09-26,72359
2017-09-27,71007
2017-09-28,72084
2017-09-29,68375
2017-09-30,51038
2017-10-01,56411
2017-10-02,66846
2017-10-03,70550
2017-10-04,72898
2017-10-05,71560
2017-10-06,71567
2017-10-07,64728
2017-10-08,41748
2017-10-09,39247
2017-10-10,75586
2017-10-11,64879
2017-10-12,62485
2017-10-13,68355
2017-10-14,59671
2017-10-15,57411
2017-10-16,62971
2017-10-17,65711
2017-10-18,71558
2017-10-19,73604
2017-10-20,73519
2017-10-21,66886
2017-10-22,63114
2017-10-23,70523
2017-10-24,49012
2017-10-25,72535
2017-10-26,65105
2017-10-27,70412
2017-10-28,62322
2017-10-29,9731
2017-10-30,50197
2017-10-31,61369
2017-11-01,61898
2017-11-02,72093
2017-11-03,72972
2017-11-04,54243
2017-11-05,35515
2017-11-06,58643
2017-11-07,37018
2017-11-08,55257
2017-11-09,59434
2017-11-10,39196
2017-11-11,28595
2017-11-12,32957
2017-11-13,39500
2017-11-14,53212
2017-11-15,55209
2017-11-16,50638
2017-11-17,49846
2017-11-18,28214
2017-11-19,32051
2017-11-20,45968
2017-11-21,53383
2017-11-22,32983
2017-11-23,13985
2017-11-24,24171
2017-11-25,30956
2017-11-26,27675
2017-11-27,47633
2017-11-28,52080
2017-11-29,56245
2017-11-30,52661
2017-12-01,51706
2017-12-02,39538
2017-12-03,34264
2017-12-04,50532
2017-12-05,42494
2017-12-06,47172
2017-12-07,46238
2017-12-08,42058
2017-12-09,10963
2017-12-10,20076
2017-12-11,42625
2017-12-12,43414
2017-12-13,33177
2017-12-14,27977
2017-12-15,23367
2017-12-16,19350
2017-12-17,22724
2017-12-18,40882
2017-12-19,50310
2017-12-20,42158
2017-12-21,38294
2017-12-22,34950
2017-12-23,9821
2017-12-24,13482
2017-12-25,6584
2017-12-26,14438
2017-12-27,16740
2017-12-28,13709
2017-12-29,14029
2017-12-30,6086
2017-12-31,6707
2018-01-01,5601
2018-01-02,19212
2018-01-03,24768
2018-01-04,1974
2018-01-05,5093
2018-01-06,4370
2018-01-07,5730
2018-01-08,16144
2018-01-09,25505
2018-01-10,28761
2018-01-11,34545
2018-01-12,22631
2018-01-13,18062
2018-01-14,12590
2018-01-15,17934
2018-01-16,30803
2018-01-17,19412
2018-01-18,28132
2018-01-19,31067
2018-01-20,29013
2018-01-21,28365
2018-01-22,37531
2018-01-23,29321
2018-01-24,36693
2018-01-25,31732
2018-01-26,33661
2018-01-27,34858
2018-01-28,20388
2018-01-29,37493
2018-01-30,28481
2018-01-31,31801
2018-02-01,36172
2018-02-02,26807
2018-02-03,18686
2018-02-04,14234
2018-02-05,29627
2018-02-06,34743
2018-02-07,15603
2018-02-08,32155
2018-02-09,32148
2018-02-10,16588
2018-02-11,8960
2018-02-12,35828
2018-02-13,35827
2018-02-14,40300
2018-02-15,44896
2018-02-16,29714
2018-02-17,18252
2018-02-18,21884
2018-02-19,26065
2018-02-20,45259
2018-02-21,53998
2018-02-22,27538
2018-02-23,26172
2018-02-24,25974
2018-02-25,16419
2018-02-26,43404
2018-02-27,49378
2018-02-28,51587
2018-03-01,46373
2018-03-02,6987
2018-03-03,28785
2018-03-04,25646
2018-03-05,37564
2018-03-06,43421
2018-03-07,8335
2018-03-08,28746
2018-03-09,35437
2018-03-10,25859
2018-03-11,27983
2018-03-12,37068
2018-03-13,23638
2018-03-14,36121
2018-03-15,40270
2018-03-16,35573
2018-03-17,28111
2018-03-18,25540
2018-03-19,40018
2018-03-20,36273
2018-03-21,3847
2018-03-22,27437
2018-03-23,39221
2018-03-24,35016
2018-03-25,25988
2018-03-26,41117
2018-03-27,42124
2018-03-28,43321
2018-03-29,40125
2018-03-30,35407
2018-03-31,42430
2018-04-01,33644
2018-04-02,22460
2018-04-03,26444
2018-04-04,37454
2018-04-05,40589
2018-04-06,36257
2018-04-07,33818
2018-04-08,28899
2018-04-09,41315
2018-04-10,43926
2018-04-11,49500
2018-04-12,54134
2018-04-13,64571
2018-04-14,63741
2018-04-15,20788
2018-04-16,26759
2018-04-17,45547
2018-04-18,52051
2018-04-19,39060
2018-04-20,47872
2018-04-21,64572
2018-04-22,55272
2018-04-23,58904
2018-04-24,59631
2018-04-25,31852
2018-04-26,67195
2018-04-27,39929
2018-04-28,57551
2018-04-29,45560
2018-04-30,41882
2018-05-01,73259
2018-05-02,78048
2018-05-03,70300
2018-05-04,72449
2018-05-05,64442
2018-05-06,49824
2018-05-07,70249
2018-05-08,75697
2018-05-09,79843
2018-05-10,68687
2018-05-11,76617
2018-05-12,35127
2018-05-13,26407
2018-05-14,65998
2018-05-15,53865
2018-05-16,33558
2018-05-17,50730
2018-05-18,64314
2018-05-19,18396
2018-05-20,57976
2018-05-21,72616
2018-05-22,49558
2018-05-23,74044
2018-05-24,76291
2018-05-25,70753
2018-05-26,52572
2018-05-27,26263
2018-05-28,49961
2018-05-29,70517
2018-05-30,73777
2018-05-31,57028
2018-06-01,64121
2018-06-02,61454
2018-06-03,50993
2018-06-04,60184
2018-06-05,73479
2018-06-06,71367
2018-06-07,72055
2018-06-08,74180
2018-06-09,66478
2018-06-10,42345
2018-06-11,69636
2018-06-12,77898
2018-06-13,65749
2018-06-14,77408
2018-06-15,73956
2018-06-16,64342
2018-06-17,57227
2018-06-18,64917
2018-06-19,73729
2018-06-20,75619
2018-06-21,71556
2018-06-22,72626
2018-06-23,52035
2018-06-24,56873
2018-06-25,73392
2018-06-26,82442
2018-06-27,69206
2018-06-28,51587
2018-06-29,71417
2018-06-30,55769
2018-07-01,46125
2018-07-02,60081
2018-07-03,56121
2018-07-04,49562
2018-07-05,60823
2018-07-06,50690
2018-07-07,62035
2018-07-08,61643
2018-07-09,71724
2018-07-10,74193
2018-07-11,74627
2018-07-12,76488
2018-07-13,73734
2018-07-14,63789
2018-07-15,53331
2018-07-16,68707
2018-07-17,49713
2018-07-18,77414
2018-07-19,79643
2018-07-20,76157
2018-07-21,54777
2018-07-22,45191
2018-07-23,54289
2018-07-24,71388
2018-07-25,43965
2018-07-26,72660
2018-07-27,50303
2018-07-28,62765
2018-07-29,64778
2018-07-30,71145
2018-07-31,78032
2018-08-01,65975
2018-08-02,71331
2018-08-03,63468
2018-08-04,52174
2018-08-05,59554
2018-08-06,67335
2018-08-07,65959
2018-08-08,72275
2018-08-09,73625
2018-08-10,71177
2018-08-11,37341
2018-08-12,61064
2018-08-13,45478
2018-08-14,65219
2018-08-15,74779
2018-08-16,72503
2018-08-17,64804
2018-08-18,58244
2018-08-19,46724
2018-08-20,69119
2018-08-21,76888
2018-08-22,74276
2018-08-23,75461
2018-08-24,74448
2018-08-25,65853
2018-08-26,62038
2018-08-27,69203
2018-08-28,68209
2018-08-29,67481
2018-08-30,69449
2018-08-31,60155
2018-09-01,55238
2018-09-02,61802
2018-09-03,56082
2018-09-04,70046
2018-09-05,76586
2018-09-06,71727
2018-09-07,76185
2018-09-08,59364
2018-09-09,20330
2018-09-10,24705
2018-09-11,68045
2018-09-12,54428
2018-09-13,75586
2018-09-14,75869
2018-09-15,72461
2018-09-16,70917
2018-09-17,72885
2018-09-18,54377
2018-09-19,76047
2018-09-20,78432
2018-09-21,76566
2018-09-22,70420
2018-09-23,56505
2018-09-24,73278
2018-09-25,25954
2018-09-26,69582
2018-09-27,76982
2018-09-28,58437
2018-09-29,70592
2018-09-30,67478
2018-10-01,72886
2018-10-02,74812
2018-10-03,78474
2018-10-04,72254
2018-10-05,76109
2018-10-06,58227
2018-10-07,61649
2018-10-08,59191
2018-10-09,75468
2018-10-10,78453
2018-10-11,47671
2018-10-12,68394
2018-10-13,55270
2018-10-14,54748
2018-10-15,59688
2018-10-16,67270
2018-10-17,68354
2018-10-18,62124
2018-10-19,65369
2018-10-20,56714
2018-10-21,39436
2018-10-22,58348
2018-10-23,68724
2018-10-24,64713
2018-10-25,62004
2018-10-26,60376
2018-10-27,13206
2018-10-28,42745
2018-10-29,60389
2018-10-30,65925
2018-10-31,68804
2018-11-01,74596
2018-11-02,64091
2018-11-03,49335
2018-11-04,51014
2018-11-05,33652
2018-11-06,40696
2018-11-07,68447
2018-11-08,64700
2018-11-09,37157
2018-11-10,38074
2018-11-11,36804
2018-11-12,51582
2018-11-13,37116
2018-11-14,49971
2018-11-15,25281
2018-11-16,34800
2018-11-17,38405
2018-11-18,34750
2018-11-19,55077
2018-11-20,52323
2018-11-21,40792
2018-11-22,8894
2018-11-23,16242
2018-11-24,20174
2018-11-25,34754
2018-11-26,29456
2018-11-27,50340
2018-11-28,48686
2018-11-29,51714
2018-11-30,46342
2018-12-01,38147
2018-12-02,18504
2018-12-03,54267
2018-12-04,49260
2018-12-05,46944
2018-12-06,46848
2018-12-07,44163
2018-12-08,30019
2018-12-09,27693
2018-12-10,43652
2018-12-11,47642
2018-12-12,48083
2018-12-13,41075
2018-12-14,45141
2018-12-15,36592
2018-12-16,9936
2018-12-17,45596
2018-12-18,41965
2018-12-19,44333
2018-12-20,34214
2018-12-21,24153
2018-12-22,25107
2018-12-23,22377
2018-12-24,19129
2018-12-25,11301
2018-12-26,25710
2018-12-27,31593
2018-12-28,12171
2018-12-29,29236
2018-12-30,22737
2018-12-31,19122
2019-01-01,22393
2019-01-02,38624
2019-01-03,42536
2019-01-04,44822
2019-01-05,17740
2019-01-06,31961
2019-01-07,37306
2019-01-08,42050
2019-01-09,45185
2019-01-10,39762
2019-01-11,33517
2019-01-12,25571
2019-01-13,23130
2019-01-14,35750
2019-01-15,39982
2019-01-16,41213
2019-01-17,39783
2019-01-18,34931
2019-01-19,24158
2019-01-20,14502
2019-01-21,10487
2019-01-22,29233
2019-01-23,42347
2019-01-24,20516
2019-01-25,39576
2019-01-26,26767
2019-01-27,30520
2019-01-28,36368
2019-01-29,31628
2019-01-30,25599
2019-01-31,19006
2019-02-01,25502
2019-02-02,22362
2019-02-03,32467
2019-02-04,47308
2019-02-05,55242
2019-02-06,40047
2019-02-07,44019
2019-02-08,37207
2019-02-09,24228
2019-02-10,24554
2019-02-11,39457
2019-02-12,16203
2019-02-13,35631
2019-02-14,42532
2019-02-15,47786
2019-02-16,31538
2019-02-17,24446
2019-02-18,26261
2019-02-19,35446
2019-02-20,20896
2019-02-21,40251
2019-02-22,42646
2019-02-23,32158
2019-02-24,24651
2019-02-25,34874
2019-02-26,38316
2019-02-27,37258
2019-02-28,39023
2019-03-01,30810
2019-03-02,18333
2019-03-03,23593
2019-03-04,28925
2019-03-05,37801
2019-03-06,33964
2019-03-07,36651
2019-03-08,41180
2019-03-09,39579
2019-03-10,19212
2019-03-11,53426
2019-03-12,48173
2019-03-13,51033
2019-03-14,58462
2019-03-15,58508
2019-03-16,42866
2019-03-17,37392
2019-03-18,47443
2019-03-19,53951
2019-03-20,56387
2019-03-21,21673
2019-03-22,36095
2019-03-23,37913
2019-03-24,51113
2019-03-25,54508
2019-03-26,56453
2019-03-27,55509
2019-03-28,59474
2019-03-29,60329
2019-03-30,67571
2019-03-31,33239
2019-04-01,52337
2019-04-02,59009
2019-04-03,69127
2019-04-04,67586
2019-04-05,35195
2019-04-06,67511
2019-04-07,65719
2019-04-08,71845
2019-04-09,60479
2019-04-10,72319
2019-04-11,63581
2019-04-12,59056
2019-04-13,72613
2019-04-14,59469
2019-04-15,46626
2019-04-16,64599
2019-04-17,66509
2019-04-18,62821
2019-04-19,66146
2019-04-20,37307
2019-04-21,52742
2019-04-22,45092
2019-04-23,76899
2019-04-24,79292
2019-04-25,62050
2019-04-26,37943
2019-04-27,57402
2019-04-28,41874
2019-04-29,62069
2019-04-30,63933
2019-05-01,62149
2019-05-02,69949
2019-05-03,63649
2019-05-04,57111
2019-05-05,16476
2019-05-06,71297
2019-05-07,74314
2019-05-08,77885
2019-05-09,68017
2019-05-10,69439
2019-05-11,70955
2019-05-12,10929
2019-05-13,22823
2019-05-14,43707
2019-05-15,75788
2019-05-16,79382
2019-05-17,73503
2019-05-18,74410
2019-05-19,71159
2019-05-20,75963
2019-05-21,80701
2019-05-22,83523
2019-05-23,57570
2019-05-24,76233
2019-05-25,60435
2019-05-26,50781
2019-05-27,67769
2019-05-28,60582
2019-05-29,56087
2019-05-30,53360
2019-05-31,84752
2019-06-01,77769
2019-06-02,68407
2019-06-03,79065
2019-06-04,84903
2019-06-05,80218
2019-06-06,82837
2019-06-07,84497
2019-06-08,79305
2019-06-09,75310
2019-06-10,37886
2019-06-11,79520
2019-06-12,86611
2019-06-13,50054
2019-06-14,82146
2019-06-15,75099
2019-06-16,56533
2019-06-17,74011
2019-06-18,37176
2019-06-19,64912
2019-06-20,61124
2019-06-21,66875
2019-06-22,77996
2019-06-23,76809
2019-06-24,81534
2019-06-25,67191
2019-06-26,84796
2019-06-27,83086
2019-06-28,80311
2019-06-29,63939
2019-06-30,64880
2019-07-01,79790
2019-07-02,79780
2019-07-03,75828
2019-07-04,53996
2019-07-05,59843
2019-07-06,51801
2019-07-07,62584
2019-07-08,69363
2019-07-09,85338
2019-07-10,85891
2019-07-11,55583
2019-07-12,82775
2019-07-13,78226
2019-07-14,69155
2019-07-15,82629
2019-07-16,86309
2019-07-17,70607
2019-07-18,62309
2019-07-19,76723
2019-07-20,51518
2019-07-21,49160
2019-07-22,53558
2019-07-23,67630
2019-07-24,89347
2019-07-25,88207
2019-07-26,84568
2019-07-27,73597
2019-07-28,68867
2019-07-29,80371
2019-07-30,82414
2019-07-31,67043
2019-08-01,89529
2019-08-02,84049
2019-08-03,78744
2019-08-04,68068
2019-08-05,84118
2019-08-06,84268
2019-08-07,53388
2019-08-08,81334
2019-08-09,81961
2019-08-10,84248
2019-08-11,74708
2019-08-12,83100
2019-08-13,76621
2019-08-14,77308
2019-08-15,86645
2019-08-16,83362
2019-08-17,79420
2019-08-18,57442
2019-08-19,75528
2019-08-20,84085
2019-08-21,74643
2019-08-22,75356
2019-08-23,65224
2019-08-24,75703
2019-08-25,73261
2019-08-26,80633
2019-08-27,84446
2019-08-28,66675
2019-08-29,85085
2019-08-30,78511
2019-08-31,65472
2019-09-01,63844
2019-09-02,38536
2019-09-03,85497
2019-09-04,86730
2019-09-05,91513
2019-09-06,56467
2019-09-07,79808
2019-09-08,73739
2019-09-09,86564
2019-09-10,89325
2019-09-11,92362
2019-09-12,71633
2019-09-13,89470
2019-09-14,76882
2019-09-15,80439
2019-09-16,83800
2019-09-17,94939
2019-09-18,92119
2019-09-19,91506
2019-09-20,92340
2019-09-21,100658
2019-09-22,77773
2019-09-23,87254
2019-09-24,94962
2019-09-25,95905
2019-09-26,86425
2019-09-27,95193
2019-09-28,83087
2019-09-29,77171
2019-09-30,78203
2019-10-01,88852
2019-10-02,81516
2019-10-03,40061
2019-10-04,85010
2019-10-05,70420
2019-10-06,61649
2019-10-07,78846
2019-10-08,82189
2019-10-09,51655
2019-10-10,86591
2019-10-11,81042
2019-10-12,72002
2019-10-13,68765
2019-10-14,79125
2019-10-15,85091
2019-10-16,45043
2019-10-17,68742
2019-10-18,75175
2019-10-19,67942
2019-10-20,29083
2019-10-21,80046
2019-10-22,56075
2019-10-23,82045
2019-10-24,85085
2019-10-25,82831
2019-10-26,69215
2019-10-27,27248
2019-10-28,78316
2019-10-29,54338
2019-10-30,70123
2019-10-31,50705
2019-11-01,72075
2019-11-02,59633
2019-11-03,53192
2019-11-04,71505
2019-11-05,75303
2019-11-06,74177
2019-11-07,57911
2019-11-08,51420
2019-11-09,38698
2019-11-10,42821
2019-11-11,66228
2019-11-12,40065
2019-11-13,44962
2019-11-14,55906
2019-11-15,60826
2019-11-16,37614
2019-11-17,32684
2019-11-18,36421
2019-11-19,58647
2019-11-20,58916
2019-11-21,63987
2019-11-22,52261
2019-11-23,40858
2019-11-24,18476
2019-11-25,59982
2019-11-26,65008
2019-11-27,52529
2019-11-28,16545
2019-11-29,23782
2019-11-30,27073
2019-12-01,10993
2019-12-02,18410
2019-12-03,40020
2019-12-04,48342
2019-12-05,50047
2019-12-06,52724
2019-12-07,35169
2019-12-08,32880
2019-12-09,15504
2019-12-10,43299
2019-12-11,38986
2019-12-12,46268
2019-12-13,33683
2019-12-14,30826
2019-12-15,34376
2019-12-16,42669
2019-12-17,19688
2019-12-18,38658
2019-12-19,30043
2019-12-20,34923
2019-12-21,24722
2019-12-22,24217
2019-12-23,38205
2019-12-24,26509
2019-12-25,13314
2019-12-26,25819
2019-12-27,32535
2019-12-28,29097
2019-12-29,18321
2019-12-30,12465
2019-12-31,32226
2020-01-01,18484
2020-01-02,42448
2020-01-03,32645
2020-01-04,30002
2020-01-05,28090
2020-01-06,43670
2020-01-07,47580
2020-01-08,43375
2020-01-09,40320
2020-01-10,51881
2020-01-11,57641
2020-01-12,54017
2020-01-13,50382
2020-01-14,45111
2020-01-15,55371
2020-01-16,46306
2020-01-17,34875
2020-01-18,13560
2020-01-19,26390
2020-01-20,24743
2020-01-21,38235
2020-01-22,44412
2020-01-23,49311
2020-01-24,52362
2020-01-25,18075
2020-01-26,36727
2020-01-27,47417
2020-01-28,49871
2020-01-29,48410
2020-01-30,46598
2020-01-31,48307
2020-02-01,36163
2020-02-02,29075
2020-02-03,54559
2020-02-04,53595
2020-02-05,51598
2020-02-06,32844
2020-02-07,33369
2020-02-08,33391
2020-02-09,33256
2020-02-10,27362
2020-02-11,38579
2020-02-12,50387
2020-02-13,38228
2020-02-14,37778
2020-02-15,22020
2020-02-16,27804
2020-02-17,41723
2020-02-18,44988
2020-02-19,50292
2020-02-20,43656
2020-02-21,39563
2020-02-22,40134
2020-02-23,47440
2020-02-24,57345
2020-02-25,40377
2020-02-26,46084
2020-02-27,44244
2020-02-28,44196
2020-02-29,29742
2020-03-01,32388
2020-03-02,57763
2020-03-03,50502
2020-03-04,59536
2020-03-05,59584
2020-03-06,34665
2020-03-07,40072
2020-03-08,47811
2020-03-09,70011
2020-03-10,65382
2020-03-11,62905
2020-03-12,52218
2020-03-13,44085
2020-03-14,44916
2020-03-15,36744
2020-03-16,29941
2020-03-17,24711
2020-03-18,30985
2020-03-19,21214
2020-03-20,31911
2020-03-21,32306
2020-03-22,20237
2020-03-23,4052
2020-03-24,21234
2020-03-25,12256
2020-03-26,22380
2020-03-27,27021
2020-03-28,9020
2020-03-29,9821
2020-03-30,15275
2020-03-31,15230
2020-04-01,20662
2020-04-02,19231
2020-04-03,11458
2020-04-04,29405
2020-04-05,26233
2020-04-06,25104
2020-04-07,23996
2020-04-08,21100
2020-04-09,14382
2020-04-10,16513
2020-04-11,33519
2020-04-12,32035
2020-04-13,7895
2020-04-14,25563
2020-04-15,22521
2020-04-16,19798
2020-04-17,19114
2020-04-18,16118
2020-04-19,47636
2020-04-20,22170
2020-04-21,17259
2020-04-22,24075
2020-04-23,19353
2020-04-24,12766
2020-04-25,59629
2020-04-26,9721
2020-04-27,18004
2020-04-28,40181
2020-04-29,21914
2020-04-30,14675
2020-05-01,25214
2020-05-02,73872
2020-05-03,64805
2020-05-04,32745
2020-05-05,35491
2020-05-06,17436
2020-05-07,44218
2020-05-08,17464
2020-05-09,28046
2020-05-10,55128
2020-05-11,22973
2020-05-12,36345
2020-05-13,41073
2020-05-14,42011
2020-05-15,53618
2020-05-16,81564
2020-05-17,64637
2020-05-18,39669
2020-05-19,41544
2020-05-20,46328
2020-05-21,49320
2020-05-22,48212
2020-05-23,23433
2020-05-24,74386
2020-05-25,69156
2020-05-26,54048
2020-05-27,56079
2020-05-28,46783
2020-05-29,54126
2020-05-30,88799
2020-05-31,82313
2020-06-01,53768
2020-06-02,47335
2020-06-03,29481
2020-06-04,40647
2020-06-05,33701
2020-06-06,57952
2020-06-07,82257
2020-06-08,61978
2020-06-09,62821
2020-06-10,64261
2020-06-11,44645
2020-06-12,73777
2020-06-13,91498
2020-06-14,81261
2020-06-15,58637
2020-06-16,66458
2020-06-17,65219
2020-06-18,63186
2020-06-19,80582
2020-06-20,82442
2020-06-21,73841
2020-06-22,60891
2020-06-23,68598
2020-06-24,67986
2020-06-25,70798
2020-06-26,75065
2020-06-27,60588
2020-06-28,70490
2020-06-29,62790
2020-06-30,66241
2020-07-01,64432
2020-07-02,74769
2020-07-03,60513
2020-07-04,72462
2020-07-05,65790
2020-07-06,46822
2020-07-07,69021
2020-07-08,64387
2020-07-09,77797
2020-07-10,23228
2020-07-11,67899
2020-07-12,85961
2020-07-13,70320
2020-07-14,78330
2020-07-15,79719
2020-07-16,80739
2020-07-17,71144
2020-07-18,81933
2020-07-19,68062
2020-07-20,59359
2020-07-21,71868
2020-07-22,52781
2020-07-23,66739
2020-07-24,67979
2020-07-25,89319
2020-07-26,74039
2020-07-27,63641
2020-07-28,71645
2020-07-29,78390
2020-07-30,73295
2020-07-31,72105
2020-08-01,90875
2020-08-02,71599
2020-08-03,68473
2020-08-04,45443
2020-08-05,83267
2020-08-06,80507
2020-08-07,60950
2020-08-08,92020
2020-08-09,84303
2020-08-10,70289
2020-08-11,76668
2020-08-12,67444
2020-08-13,63626
2020-08-14,85379
2020-08-15,94786
2020-08-16,39478
2020-08-17,71626
2020-08-18,83230
2020-08-19,72737
2020-08-20,82566
2020-08-21,86343
2020-08-22,88775
2020-08-23,83372
2020-08-24,72394
2020-08-25,73272
2020-08-26,89646
2020-08-27,70428
2020-08-28,79403
2020-08-29,72831
2020-08-30,94143
2020-08-31,76908
2020-09-01,77898
2020-09-02,71145
2020-09-03,72503
2020-09-04,86839
2020-09-05,91331
2020-09-06,84685
2020-09-07,85413
2020-09-08,80610
2020-09-09,85777
2020-09-10,53787
2020-09-11,96236
2020-09-12,103403
2020-09-13,86230
2020-09-14,80515
2020-09-15,85304
2020-09-16,88249
2020-09-17,88892
2020-09-18,90506
2020-09-19,91529
2020-09-20,78991
2020-09-21,73176
2020-09-22,83981
2020-09-23,91755
2020-09-24,88143
2020-09-25,95074
2020-09-26,100963
2020-09-27,88837
2020-09-28,79226
2020-09-29,60609
2020-09-30,87000
2020-10-01,92050
2020-10-02,83217
2020-10-03,98358
2020-10-04,83206
2020-10-05,77867
2020-10-06,88220
2020-10-07,83343
2020-10-08,86178
2020-10-09,89994
2020-10-10,96654
2020-10-11,77443
2020-10-12,16873
2020-10-13,52899
2020-10-14,89590
2020-10-15,92487
2020-10-16,31102
2020-10-17,89601
2020-10-18,77967
2020-10-19,74286
2020-10-20,77181
2020-10-21,85149
2020-10-22,84899
2020-10-23,88040
2020-10-24,91947
2020-10-25,62689
2020-10-26,51767
2020-10-27,78973
2020-10-28,63572
2020-10-29,19311
2020-10-30,39959
2020-10-31,67584
2020-11-01,32945
2020-11-02,51194
2020-11-03,62808
2020-11-04,65931
2020-11-05,75582
2020-11-06,83083
2020-11-07,99821
2020-11-08,87430
2020-11-09,76734
2020-11-10,85345
2020-11-11,46759
2020-11-12,41097
2020-11-13,49213
2020-11-14,76155
2020-11-15,51521
2020-11-16,58226
2020-11-17,55059
2020-11-18,44558
2020-11-19,52024
2020-11-20,69326
2020-11-21,76404
2020-11-22,46633
2020-11-23,43107
2020-11-24,53712
2020-11-25,57586
2020-11-26,31215
2020-11-27,53848
2020-11-28,53896
2020-11-29,53239
2020-11-30,23528
2020-12-01,53648
2020-12-02,47850
2020-12-03,53745
2020-12-04,40838
2020-12-05,32172
2020-12-06,41219
2020-12-07,42035
2020-12-08,41521
2020-12-09,37413
2020-12-10,52416
2020-12-11,60551
2020-12-12,54112
2020-12-13,61862
2020-12-14,26072
2020-12-15,45292
2020-12-16,26623
2020-12-17,182
2020-12-18,15131
2020-12-19,16909
2020-12-20,16512
2020-12-21,31675
2020-12-22,37570
2020-12-23,40873
2020-12-24,32951
2020-12-25,11983
2020-12-26,19978
2020-12-27,24040
2020-12-28,39200
2020-12-29,33593
2020-12-30,36031
2020-12-31,26626
2021-01-01,18996
2021-01-02,41699
2021-01-03,14737
2021-01-04,37160
2021-01-05,38905
2021-01-06,38361
2021-01-07,38390
2021-01-08,37550
2021-01-09,35055
2021-01-10,35796
2021-01-11,36472
2021-01-12,42749
2021-01-13,42964
2021-01-14,48338
2021-01-15,40954
2021-01-16,41669
2021-01-17,39290
2021-01-18,43234
2021-01-19,41014
2021-01-20,36596
2021-01-21,41278
2021-01-22,44493
2021-01-23,32490
2021-01-24,27633
2021-01-25,36400
2021-01-26,27612
2021-01-27,39323
2021-01-28,34424
2021-01-29,23745
2021-01-30,27646
2021-01-31,21950
2021-02-01,251
2021-02-03,6526
