dayhour,cnt
2018-03-22 14,1473
2018-03-22 15,1604
2018-03-22 16,2116
2018-03-22 17,3732
2018-03-22 18,3701
2018-03-22 19,2405
2018-03-22 20,1572
2018-03-22 21,1030
2018-03-22 22,787
2018-03-22 23,477
2018-03-23 00,252
2018-03-23 01,123
2018-03-23 02,56
2018-03-23 03,35
2018-03-23 04,58
2018-03-23 05,293
2018-03-23 06,973
2018-03-23 07,1963
2018-03-23 08,3919
2018-03-23 09,2946
2018-03-23 10,1579
2018-03-23 11,1578
2018-03-23 12,1966
2018-03-23 13,1998
2018-03-23 14,2229
2018-03-23 15,2312
2018-03-23 16,2870
2018-03-23 17,4293
2018-03-23 18,3716
2018-03-23 19,2415
2018-03-23 20,1352
2018-03-23 21,945
2018-03-23 22,788
2018-03-23 23,562
2018-03-24 00,397
2018-03-24 01,251
2018-03-24 02,131
2018-03-24 03,83
2018-03-24 04,61
2018-03-24 05,59
2018-03-24 06,177
2018-03-24 07,472
2018-03-24 08,932
2018-03-24 09,1512
2018-03-24 10,2022
2018-03-24 11,2514
2018-03-24 12,2931
2018-03-24 13,3176
2018-03-24 14,3344
2018-03-24 15,3266
2018-03-24 16,3261
2018-03-24 17,2845
2018-03-24 18,2532
2018-03-24 19,1786
2018-03-24 20,1103
2018-03-24 21,902
2018-03-24 22,698
2018-03-24 23,561
2018-03-25 00,407
2018-03-25 01,231
2018-03-25 02,150
2018-03-25 03,98
2018-03-25 04,70
2018-03-25 05,47
2018-03-25 06,130
2018-03-25 07,301
2018-03-25 08,640
2018-03-25 09,1210
2018-03-25 10,1642
2018-03-25 11,2042
2018-03-25 12,2248
2018-03-25 13,2355
2018-03-25 14,2182
2018-03-25 15,2101
2018-03-25 16,2129
2018-03-25 17,2103
2018-03-25 18,1924
2018-03-25 19,1440
2018-03-25 20,929
2018-03-25 21,723
2018-03-25 22,546
2018-03-25 23,340
2018-03-26 00,157
2018-03-26 01,80
2018-03-26 02,42
2018-03-26 03,25
2018-03-26 04,58
2018-03-26 05,330
2018-03-26 06,1068
2018-03-26 07,2218
2018-03-26 08,4198
2018-03-26 09,2937
2018-03-26 10,1503
2018-03-26 11,1402
2018-03-26 12,1721
2018-03-26 13,1865
2018-03-26 14,1932
2018-03-26 15,2173
2018-03-26 16,2871
2018-03-26 17,4829
2018-03-26 18,4677
2018-03-26 19,2902
2018-03-26 20,1768
2018-03-26 21,1105
2018-03-26 22,826
2018-03-26 23,430
2018-03-27 00,182
2018-03-27 01,95
2018-03-27 02,62
2018-03-27 03,42
2018-03-27 04,80
2018-03-27 05,381
2018-03-27 06,1203
2018-03-27 07,2604
2018-03-27 08,4835
2018-03-27 09,3277
2018-03-27 10,1722
2018-03-27 11,1561
2018-03-27 12,1813
2018-03-27 13,1881
2018-03-27 14,1846
2018-03-27 15,2038
2018-03-27 16,2616
2018-03-27 17,4374
2018-03-27 18,4470
2018-03-27 19,2900
2018-03-27 20,1845
2018-03-27 21,1182
2018-03-27 22,730
2018-03-27 23,385
2018-03-28 00,152
2018-03-28 01,63
2018-03-28 02,34
2018-03-28 03,21
2018-03-28 04,61
2018-03-28 05,179
2018-03-28 06,935
2018-03-28 07,2172
2018-03-28 08,4399
2018-03-28 09,3300
2018-03-28 10,1726
2018-03-28 11,1573
2018-03-28 12,1930
2018-03-28 13,1958
2018-03-28 14,1969
2018-03-28 15,2228
2018-03-28 16,2836
2018-03-28 17,4801
2018-03-28 18,4826
2018-03-28 19,3136
2018-03-28 20,1984
2018-03-28 21,1412
2018-03-28 22,1024
2018-03-28 23,602
2018-03-29 00,287
2018-03-29 01,155
2018-03-29 02,82
2018-03-29 03,69
2018-03-29 04,70
2018-03-29 05,381
2018-03-29 06,1294
2018-03-29 07,2243
2018-03-29 08,3866
2018-03-29 09,2355
2018-03-29 10,1034
2018-03-29 11,1261
2018-03-29 12,1682
2018-03-29 13,1846
2018-03-29 14,2013
2018-03-29 15,2288
2018-03-29 16,3059
2018-03-29 17,4402
2018-03-29 18,4218
2018-03-29 19,2727
2018-03-29 20,1821
2018-03-29 21,1306
2018-03-29 22,993
2018-03-29 23,673
2018-03-30 00,331
2018-03-30 01,202
2018-03-30 02,116
2018-03-30 03,71
2018-03-30 04,70
2018-03-30 05,236
2018-03-30 06,643
2018-03-30 07,1291
2018-03-30 08,2868
2018-03-30 09,3071
2018-03-30 10,1996
2018-03-30 11,2197
2018-03-30 12,2541
2018-03-30 13,2737
2018-03-30 14,2996
2018-03-30 15,3213
2018-03-30 16,1816
2018-03-30 17,1763
2018-03-30 18,2175
2018-03-30 19,1619
2018-03-30 20,1231
2018-03-30 21,926
2018-03-30 22,718
2018-03-30 23,580
2018-03-31 00,389
2018-03-31 01,245
2018-03-31 02,128
2018-03-31 03,102
2018-03-31 04,56
2018-03-31 05,72
2018-03-31 06,171
2018-03-31 07,495
2018-03-31 08,1015
2018-03-31 09,1825
2018-03-31 10,2538
2018-03-31 11,3510
2018-03-31 12,3949
2018-03-31 13,4243
2018-03-31 14,4340
2018-03-31 15,4321
2018-03-31 16,3914
2018-03-31 17,3371
2018-03-31 18,2629
2018-03-31 19,1796
2018-03-31 20,1120
2018-03-31 21,851
2018-03-31 22,735
2018-03-31 23,615
2018-04-01 00,378
2018-04-01 01,256
2018-04-01 02,146
2018-04-01 03,91
2018-04-01 04,66
2018-04-01 05,56
2018-04-01 06,121
2018-04-01 07,347
2018-04-01 08,760
2018-04-01 09,1307
2018-04-01 10,1993
2018-04-01 11,2519
2018-04-01 12,2776
2018-04-01 13,3142
2018-04-01 14,3239
2018-04-01 15,3092
2018-04-01 16,3097
2018-04-01 17,2835
2018-04-01 18,2475
2018-04-01 19,1832
2018-04-01 20,1198
2018-04-01 21,898
2018-04-01 22,612
2018-04-01 23,408
2018-04-02 00,186
2018-04-02 01,124
2018-04-02 02,57
2018-04-02 03,24
2018-04-02 04,47
2018-04-02 05,131
2018-04-02 06,222
2018-04-02 07,233
2018-04-02 08,386
2018-04-02 09,458
2018-04-02 10,410
2018-04-02 11,607
2018-04-02 12,804
2018-04-02 13,1014
2018-04-02 14,1011
2018-04-02 15,1327
2018-04-02 16,1947
2018-04-02 17,3466
2018-04-02 18,3646
2018-04-02 19,2482
2018-04-02 20,1637
2018-04-02 21,1056
2018-04-02 22,655
2018-04-02 23,530
2018-04-03 00,232
2018-04-03 01,113
2018-04-03 02,72
2018-04-03 03,43
2018-04-03 04,68
2018-04-03 05,358
2018-04-03 06,1216
2018-04-03 07,2358
2018-04-03 08,4418
2018-04-03 09,3208
2018-04-03 10,1490
2018-04-03 11,792
2018-04-03 12,516
2018-04-03 13,492
2018-04-03 14,581
2018-04-03 15,623
2018-04-03 16,937
2018-04-03 17,1422
2018-04-03 18,2186
2018-04-03 19,1767
2018-04-03 20,1338
2018-04-03 21,1065
2018-04-03 22,726
2018-04-03 23,423
2018-04-04 00,222
2018-04-04 01,115
2018-04-04 02,94
2018-04-04 03,38
2018-04-04 04,64
2018-04-04 05,314
2018-04-04 06,939
2018-04-04 07,1861
2018-04-04 08,3514
2018-04-04 09,2828
2018-04-04 10,1537
2018-04-04 11,1512
2018-04-04 12,1625
2018-04-04 13,784
2018-04-04 14,1186
2018-04-04 15,1701
2018-04-04 16,2527
2018-04-04 17,4509
2018-04-04 18,4706
2018-04-04 19,2986
2018-04-04 20,1861
2018-04-04 21,1252
2018-04-04 22,806
2018-04-04 23,473
2018-04-05 00,213
2018-04-05 01,112
2018-04-05 02,62
2018-04-05 03,27
2018-04-05 04,58
2018-04-05 05,319
2018-04-05 06,1020
2018-04-05 07,2201
2018-04-05 08,4133
2018-04-05 09,3174
2018-04-05 10,1656
2018-04-05 11,1555
2018-04-05 12,1891
2018-04-05 13,1945
2018-04-05 14,1971
2018-04-05 15,2118
2018-04-05 16,2549
2018-04-05 17,4268
2018-04-05 18,4379
2018-04-05 19,2767
2018-04-05 20,1630
2018-04-05 21,1122
2018-04-05 22,853
2018-04-05 23,566
2018-04-06 00,298
2018-04-06 01,156
2018-04-06 02,87
2018-04-06 03,53
2018-04-06 04,69
2018-04-06 05,290
2018-04-06 06,1028
2018-04-06 07,1920
2018-04-06 08,1553
2018-04-06 09,963
2018-04-06 10,904
2018-04-06 11,1198
2018-04-06 12,1542
2018-04-06 13,1901
2018-04-06 14,2035
2018-04-06 15,2372
2018-04-06 16,3241
2018-04-06 17,4669
2018-04-06 18,4421
2018-04-06 19,2765
2018-04-06 20,1749
2018-04-06 21,1276
2018-04-06 22,1014
2018-04-06 23,753
2018-04-07 00,523
2018-04-07 01,322
2018-04-07 02,194
2018-04-07 03,103
2018-04-07 04,65
2018-04-07 05,78
2018-04-07 06,207
2018-04-07 07,491
2018-04-07 08,927
2018-04-07 09,1573
2018-04-07 10,1870
2018-04-07 11,2425
2018-04-07 12,2691
2018-04-07 13,2724
2018-04-07 14,2949
2018-04-07 15,3165
2018-04-07 16,2982
2018-04-07 17,2822
2018-04-07 18,2437
2018-04-07 19,1874
2018-04-07 20,1194
2018-04-07 21,934
2018-04-07 22,711
2018-04-07 23,557
2018-04-08 00,389
2018-04-08 01,297
2018-04-08 02,168
2018-04-08 03,97
2018-04-08 04,62
2018-04-08 05,41
2018-04-08 06,105
2018-04-08 07,272
2018-04-08 08,682
2018-04-08 09,1182
2018-04-08 10,1696
2018-04-08 11,2237
2018-04-08 12,2712
2018-04-08 13,2725
2018-04-08 14,2758
2018-04-08 15,2759
2018-04-08 16,2507
2018-04-08 17,2161
2018-04-08 18,1955
2018-04-08 19,1574
2018-04-08 20,940
2018-04-08 21,714
2018-04-08 22,533
2018-04-08 23,333
2018-04-09 00,162
2018-04-09 01,80
2018-04-09 02,51
2018-04-09 03,33
2018-04-09 04,47
2018-04-09 05,318
2018-04-09 06,1113
2018-04-09 07,2467
2018-04-09 08,4339
2018-04-09 09,3005
2018-04-09 10,1519
2018-04-09 11,1425
2018-04-09 12,1741
2018-04-09 13,1814
2018-04-09 14,1955
2018-04-09 15,2141
2018-04-09 16,2763
2018-04-09 17,4701
2018-04-09 18,4486
2018-04-09 19,2871
2018-04-09 20,1874
2018-04-09 21,1216
2018-04-09 22,781
2018-04-09 23,413
2018-04-10 00,187
2018-04-10 01,102
2018-04-10 02,29
2018-04-10 03,17
2018-04-10 04,45
2018-04-10 05,281
2018-04-10 06,1103
2018-04-10 07,2398
2018-04-10 08,4272
2018-04-10 09,3231
2018-04-10 10,1680
2018-04-10 11,1554
2018-04-10 12,1816
2018-04-10 13,1825
2018-04-10 14,2044
2018-04-10 15,2221
2018-04-10 16,2940
2018-04-10 17,4982
2018-04-10 18,5182
2018-04-10 19,3213
2018-04-10 20,1997
2018-04-10 21,1374
2018-04-10 22,921
2018-04-10 23,512
2018-04-11 00,273
2018-04-11 01,104
2018-04-11 02,46
2018-04-11 03,38
2018-04-11 04,49
2018-04-11 05,382
2018-04-11 06,1415
2018-04-11 07,3074
2018-04-11 08,5331
2018-04-11 09,3684
2018-04-11 10,1973
2018-04-11 11,1826
2018-04-11 12,2112
2018-04-11 13,2243
2018-04-11 14,2351
2018-04-11 15,2485
2018-04-11 16,3068
2018-04-11 17,5105
2018-04-11 18,5344
2018-04-11 19,3330
2018-04-11 20,2029
2018-04-11 21,1490
2018-04-11 22,1117
2018-04-11 23,631
2018-04-12 00,255
2018-04-12 01,100
2018-04-12 02,71
2018-04-12 03,43
2018-04-12 04,54
2018-04-12 05,407
2018-04-12 06,1453
2018-04-12 07,3193
2018-04-12 08,5699
2018-04-12 09,4004
2018-04-12 10,2127
2018-04-12 11,2034
2018-04-12 12,2468
2018-04-12 13,2510
2018-04-12 14,2584
2018-04-12 15,2699
2018-04-12 16,3416
2018-04-12 17,5467
2018-04-12 18,5640
2018-04-12 19,3779
2018-04-12 20,2464
2018-04-12 21,1703
2018-04-12 22,1179
2018-04-12 23,785
2018-04-13 00,458
2018-04-13 01,232
2018-04-13 02,118
2018-04-13 03,88
2018-04-13 04,83
2018-04-13 05,448
2018-04-13 06,1474
2018-04-13 07,3149
2018-04-13 08,5656
2018-04-13 09,4337
2018-04-13 10,2509
2018-04-13 11,2510
2018-04-13 12,3062
2018-04-13 13,3310
2018-04-13 14,3604
2018-04-13 15,3970
2018-04-13 16,5238
2018-04-13 17,7208
2018-04-13 18,6244
2018-04-13 19,4053
2018-04-13 20,2475
2018-04-13 21,1715
2018-04-13 22,1455
2018-04-13 23,1175
2018-04-14 00,851
2018-04-14 01,464
2018-04-14 02,289
2018-04-14 03,145
2018-04-14 04,112
2018-04-14 05,115
2018-04-14 06,349
2018-04-14 07,839
2018-04-14 08,1737
2018-04-14 09,2802
2018-04-14 10,3903
2018-04-14 11,5028
2018-04-14 12,6037
2018-04-14 13,6366
2018-04-14 14,6269
2018-04-14 15,6140
2018-04-14 16,5953
2018-04-14 17,5371
2018-04-14 18,4163
2018-04-14 19,2555
2018-04-14 20,1562
2018-04-14 21,1115
2018-04-14 22,869
2018-04-14 23,707
2018-04-15 00,446
2018-04-15 01,277
2018-04-15 02,155
2018-04-15 03,98
2018-04-15 04,67
2018-04-15 05,45
2018-04-15 06,151
2018-04-15 07,372
2018-04-15 08,778
2018-04-15 09,1205
2018-04-15 10,1706
2018-04-15 11,1963
2018-04-15 12,2210
2018-04-15 13,2165
2018-04-15 14,2070
2018-04-15 15,1972
2018-04-15 16,1903
2018-04-15 17,1543
2018-04-15 18,785
2018-04-15 19,282
2018-04-15 20,168
2018-04-15 21,194
2018-04-15 22,134
2018-04-15 23,99
2018-04-16 00,68
2018-04-16 01,15
2018-04-16 02,6
2018-04-16 03,6
2018-04-16 04,15
2018-04-16 05,67
2018-04-16 06,162
2018-04-16 07,342
2018-04-16 08,369
2018-04-16 09,204
2018-04-16 10,172
2018-04-16 11,365
2018-04-16 12,824
2018-04-16 13,1264
2018-04-16 14,1693
2018-04-16 15,2127
2018-04-16 16,2719
2018-04-16 17,4548
2018-04-16 18,4462
2018-04-16 19,2941
2018-04-16 20,1873
2018-04-16 21,1267
2018-04-16 22,775
2018-04-16 23,475
2018-04-17 00,200
2018-04-17 01,111
2018-04-17 02,74
2018-04-17 03,45
2018-04-17 04,94
2018-04-17 05,401
2018-04-17 06,1326
2018-04-17 07,3011
2018-04-17 08,5071
2018-04-17 09,3536
2018-04-17 10,1984
2018-04-17 11,1820
2018-04-17 12,2010
2018-04-17 13,2031
2018-04-17 14,2001
2018-04-17 15,2174
2018-04-17 16,2790
2018-04-17 17,4794
2018-04-17 18,4589
2018-04-17 19,2998
2018-04-17 20,1915
2018-04-17 21,1197
2018-04-17 22,916
2018-04-17 23,459
2018-04-18 00,216
2018-04-18 01,90
2018-04-18 02,81
2018-04-18 03,38
2018-04-18 04,61
2018-04-18 05,389
2018-04-18 06,1330
2018-04-18 07,2891
2018-04-18 08,5103
2018-04-18 09,3631
2018-04-18 10,2085
2018-04-18 11,1876
2018-04-18 12,2156
2018-04-18 13,2293
2018-04-18 14,2496
2018-04-18 15,2646
2018-04-18 16,3367
2018-04-18 17,5858
2018-04-18 18,5819
2018-04-18 19,3676
2018-04-18 20,2421
2018-04-18 21,1597
2018-04-18 22,1233
2018-04-18 23,698
2018-04-19 00,315
2018-04-19 01,166
2018-04-19 02,82
2018-04-19 03,46
2018-04-19 04,57
2018-04-19 05,291
2018-04-19 06,883
2018-04-19 07,1930
2018-04-19 08,4662
2018-04-19 09,3608
2018-04-19 10,1871
2018-04-19 11,1334
2018-04-19 12,1637
2018-04-19 13,1082
2018-04-19 14,667
2018-04-19 15,1252
2018-04-19 16,2446
2018-04-19 17,4436
2018-04-19 18,4661
2018-04-19 19,3081
2018-04-19 20,1833
2018-04-19 21,1218
2018-04-19 22,908
2018-04-19 23,594
2018-04-20 00,288
2018-04-20 01,164
2018-04-20 02,65
2018-04-20 03,44
2018-04-20 04,57
2018-04-20 05,332
2018-04-20 06,1153
2018-04-20 07,2522
2018-04-20 08,4503
2018-04-20 09,3338
2018-04-20 10,2006
2018-04-20 11,2064
2018-04-20 12,2419
2018-04-20 13,2630
2018-04-20 14,2775
2018-04-20 15,2872
2018-04-20 16,3799
2018-04-20 17,5378
2018-04-20 18,4462
2018-04-20 19,2858
2018-04-20 20,1596
2018-04-20 21,1081
2018-04-20 22,822
2018-04-20 23,644
2018-04-21 00,480
2018-04-21 01,320
2018-04-21 02,173
2018-04-21 03,104
2018-04-21 04,79
2018-04-21 05,93
2018-04-21 06,304
2018-04-21 07,745
2018-04-21 08,1421
2018-04-21 09,2430
2018-04-21 10,3558
2018-04-21 11,4390
2018-04-21 12,5489
2018-04-21 13,6120
2018-04-21 14,6477
2018-04-21 15,6219
2018-04-21 16,6079
2018-04-21 17,5697
2018-04-21 18,4882
2018-04-21 19,3488
2018-04-21 20,2225
2018-04-21 21,1555
2018-04-21 22,1250
2018-04-21 23,994
2018-04-22 00,661
2018-04-22 01,412
2018-04-22 02,243
2018-04-22 03,141
2018-04-22 04,87
2018-04-22 05,75
2018-04-22 06,210
2018-04-22 07,603
2018-04-22 08,1031
2018-04-22 09,2071
2018-04-22 10,3194
2018-04-22 11,3993
2018-04-22 12,4738
2018-04-22 13,5275
2018-04-22 14,5574
2018-04-22 15,5639
2018-04-22 16,5397
2018-04-22 17,4874
2018-04-22 18,4014
2018-04-22 19,2806
2018-04-22 20,1737
2018-04-22 21,1201
2018-04-22 22,782
2018-04-22 23,514
2018-04-23 00,263
2018-04-23 01,135
2018-04-23 02,66
2018-04-23 03,35
2018-04-23 04,60
2018-04-23 05,424
2018-04-23 06,1445
2018-04-23 07,3334
2018-04-23 08,5847
2018-04-23 09,3903
2018-04-23 10,2275
2018-04-23 11,2296
2018-04-23 12,2723
2018-04-23 13,2726
2018-04-23 14,2977
2018-04-23 15,3182
2018-04-23 16,3931
2018-04-23 17,6815
2018-04-23 18,6768
2018-04-23 19,4089
2018-04-23 20,2435
2018-04-23 21,1621
2018-04-23 22,994
2018-04-23 23,560
2018-04-24 00,319
2018-04-24 01,171
2018-04-24 02,76
2018-04-24 03,47
2018-04-24 04,62
2018-04-24 05,443
2018-04-24 06,1728
2018-04-24 07,3714
2018-04-24 08,6653
2018-04-24 09,4486
2018-04-24 10,2517
2018-04-24 11,2357
2018-04-24 12,2693
2018-04-24 13,2828
2018-04-24 14,2822
2018-04-24 15,3035
2018-04-24 16,3895
2018-04-24 17,6577
2018-04-24 18,6398
2018-04-24 19,3958
2018-04-24 20,2489
2018-04-24 21,1552
2018-04-24 22,629
2018-04-24 23,182
2018-04-25 00,124
2018-04-25 01,60
2018-04-25 02,35
2018-04-25 03,21
2018-04-25 04,29
2018-04-25 05,172
2018-04-25 06,297
2018-04-25 07,399
2018-04-25 08,1443
2018-04-25 09,2431
2018-04-25 10,1350
2018-04-25 11,1197
2018-04-25 12,1487
2018-04-25 13,1303
2018-04-25 14,1141
2018-04-25 15,1419
2018-04-25 16,1918
2018-04-25 17,4091
2018-04-25 18,4414
2018-04-25 19,3123
2018-04-25 20,2074
2018-04-25 21,1491
2018-04-25 22,1119
2018-04-25 23,714
2018-04-26 00,215
2018-04-26 01,76
2018-04-26 02,88
2018-04-26 03,59
2018-04-26 04,62
2018-04-26 05,427
2018-04-26 06,1608
2018-04-26 07,3677
2018-04-26 08,6277
2018-04-26 09,4482
2018-04-26 10,2728
2018-04-26 11,2613
2018-04-26 12,3087
2018-04-26 13,3128
2018-04-26 14,3279
2018-04-26 15,3719
2018-04-26 16,4490
2018-04-26 17,7161
2018-04-26 18,7344
2018-04-26 19,4900
2018-04-26 20,2964
2018-04-26 21,2232
2018-04-26 22,1581
2018-04-26 23,998
2018-04-27 00,546
2018-04-27 01,274
2018-04-27 02,142
2018-04-27 03,62
2018-04-27 04,92
2018-04-27 05,406
2018-04-27 06,1416
2018-04-27 07,3127
2018-04-27 08,3054
2018-04-27 09,1939
2018-04-27 10,1347
2018-04-27 11,796
2018-04-27 12,1672
2018-04-27 13,1931
2018-04-27 14,2310
2018-04-27 15,2323
2018-04-27 16,2793
2018-04-27 17,4174
2018-04-27 18,3742
2018-04-27 19,2738
2018-04-27 20,1712
2018-04-27 21,1313
2018-04-27 22,1126
2018-04-27 23,894
2018-04-28 00,588
2018-04-28 01,428
2018-04-28 02,218
2018-04-28 03,137
2018-04-28 04,95
2018-04-28 05,102
2018-04-28 06,306
2018-04-28 07,790
2018-04-28 08,1530
2018-04-28 09,2543
2018-04-28 10,3359
2018-04-28 11,4344
2018-04-28 12,5103
2018-04-28 13,5660
2018-04-28 14,5800
2018-04-28 15,5864
2018-04-28 16,5734
2018-04-28 17,4796
2018-04-28 18,4161
2018-04-28 19,2972
2018-04-28 20,1226
2018-04-28 21,823
2018-04-28 22,505
2018-04-28 23,467
2018-04-29 00,318
2018-04-29 01,217
2018-04-29 02,97
2018-04-29 03,91
2018-04-29 04,76
2018-04-29 05,61
2018-04-29 06,119
2018-04-29 07,454
2018-04-29 08,1158
2018-04-29 09,1867
2018-04-29 10,2855
2018-04-29 11,3733
2018-04-29 12,4329
2018-04-29 13,4526
2018-04-29 14,4492
2018-04-29 15,4196
2018-04-29 16,4247
2018-04-29 17,3526
2018-04-29 18,3069
2018-04-29 19,2376
2018-04-29 20,1526
2018-04-29 21,1011
2018-04-29 22,744
2018-04-29 23,472
2018-04-30 00,227
2018-04-30 01,107
2018-04-30 02,60
2018-04-30 03,35
2018-04-30 04,57
2018-04-30 05,388
2018-04-30 06,1426
2018-04-30 07,3186
2018-04-30 08,5539
2018-04-30 09,3801
2018-04-30 10,2012
2018-04-30 11,1490
2018-04-30 12,1843
2018-04-30 13,1865
2018-04-30 14,1900
2018-04-30 15,1726
2018-04-30 16,2281
2018-04-30 17,2771
2018-04-30 18,3302
2018-04-30 19,2896
2018-04-30 20,2027
2018-04-30 21,1431
2018-04-30 22,1005
2018-04-30 23,507
2018-05-01 00,239
2018-05-01 01,113
2018-05-01 02,81
2018-05-01 03,66
2018-05-01 04,79
2018-05-01 05,493
2018-05-01 06,1908
2018-05-01 07,4071
2018-05-01 08,6838
2018-05-01 09,4394
2018-05-01 10,2761
2018-05-01 11,2861
2018-05-01 12,3198
2018-05-01 13,3319
2018-05-01 14,3487
2018-05-01 15,3644
2018-05-01 16,4776
2018-05-01 17,8131
2018-05-01 18,8393
2018-05-01 19,5720
2018-05-01 20,3701
2018-05-01 21,2447
2018-05-01 22,1603
2018-05-01 23,936
2018-05-02 00,450
2018-05-02 01,205
2018-05-02 02,92
2018-05-02 03,48
2018-05-02 04,104
2018-05-02 05,502
2018-05-02 06,1967
2018-05-02 07,4419
2018-05-02 08,7510
2018-05-02 09,5146
2018-05-02 10,2804
2018-05-02 11,2788
2018-05-02 12,3378
2018-05-02 13,3559
2018-05-02 14,3635
2018-05-02 15,3991
2018-05-02 16,4916
2018-05-02 17,8431
2018-05-02 18,8742
2018-05-02 19,5898
2018-05-02 20,3798
2018-05-02 21,2641
2018-05-02 22,1968
2018-05-02 23,1056
2018-05-03 00,504
2018-05-03 01,248
2018-05-03 02,140
2018-05-03 03,58
2018-05-03 04,118
2018-05-03 05,487
2018-05-03 06,1890
2018-05-03 07,4253
2018-05-03 08,7261
2018-05-03 09,5028
2018-05-03 10,2866
2018-05-03 11,2939
2018-05-03 12,3164
2018-05-03 13,3276
2018-05-03 14,3285
2018-05-03 15,3539
2018-05-03 16,4768
2018-05-03 17,7582
2018-05-03 18,7706
2018-05-03 19,3638
2018-05-03 20,2744
2018-05-03 21,2247
2018-05-03 22,1506
2018-05-03 23,1053
2018-05-04 00,557
2018-05-04 01,294
2018-05-04 02,148
2018-05-04 03,80
2018-05-04 04,104
2018-05-04 05,500
2018-05-04 06,1716
2018-05-04 07,3933
2018-05-04 08,6750
2018-05-04 09,4784
2018-05-04 10,3003
2018-05-04 11,3071
2018-05-04 12,3585
2018-05-04 13,3542
2018-05-04 14,3804
2018-05-04 15,4205
2018-05-04 16,5558
2018-05-04 17,7589
2018-05-04 18,6580
2018-05-04 19,4632
2018-05-04 20,2926
2018-05-04 21,2088
2018-05-04 22,1681
2018-05-04 23,1319
2018-05-05 00,876
2018-05-05 01,545
2018-05-05 02,340
2018-05-05 03,206
2018-05-05 04,144
2018-05-05 05,129
2018-05-05 06,410
2018-05-05 07,929
2018-05-05 08,1812
2018-05-05 09,3030
2018-05-05 10,4040
2018-05-05 11,5026
2018-05-05 12,5365
2018-05-05 13,5863
2018-05-05 14,5818
2018-05-05 15,5686
2018-05-05 16,5492
2018-05-05 17,4920
2018-05-05 18,3948
2018-05-05 19,3322
2018-05-05 20,2257
2018-05-05 21,1658
2018-05-05 22,1431
2018-05-05 23,1195
2018-05-06 00,841
2018-05-06 01,628
2018-05-06 02,404
2018-05-06 03,194
2018-05-06 04,145
2018-05-06 05,119
2018-05-06 06,269
2018-05-06 07,576
2018-05-06 08,1199
2018-05-06 09,2171
2018-05-06 10,3121
2018-05-06 11,3822
2018-05-06 12,4273
2018-05-06 13,4249
2018-05-06 14,4240
2018-05-06 15,4258
2018-05-06 16,4216
2018-05-06 17,3899
2018-05-06 18,3668
2018-05-06 19,2820
2018-05-06 20,1853
2018-05-06 21,1421
2018-05-06 22,965
2018-05-06 23,473
2018-05-07 00,314
2018-05-07 01,190
2018-05-07 02,93
2018-05-07 03,48
2018-05-07 04,100
2018-05-07 05,490
2018-05-07 06,1863
2018-05-07 07,4059
2018-05-07 08,6758
2018-05-07 09,4616
2018-05-07 10,2618
2018-05-07 11,2616
2018-05-07 12,3151
